ID;FR;EN;ZH;;;;;;;;;;;;;;;;;;;;;;;
Alea1C2RE3;C'était pour ?a que j'ai brulé !? Pour ?a que j'ai été consummé par les flammes ?! Pour ?a que mes derniers instants m'ont fait souffrir le martyr ?! Pour du pouvoir ? Pour ne pas fragiliser ton précieux pouvoir ? J'aurais du mettre fin à mes jours quand notre mariage a été arrangé !;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C2RJ8;"J'ai essayé, Arya, vraiment. Je ne te l'ai pas dit parce que je ne voulais pas que tu vives dans la peur de ma mort...";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C2RJ9;"Non, c'était pour ne pas condamner un pays et des milliers de vies au prix de celle de ma femme ! Mes généraux ont commencé à s'insurger lorsque moi, qui me devait de diriger par l'exemple, demandais à être exempt de cette tradition ! J'ai d? me plier, même quand je les ai encouragés à abandonner le sati, rien n'a changé !  ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C2F5;"... Mais j'ai vécu dans la peur. Et s'ajoutant à la peur j'avais la colère. Je croyais dur comme fer que tu te moquais de mon sort, que tu ne t'en étais jamais soucié. Tu aurais d? me le dire, beaucoup de choses auraient été différentes ...";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C2F6;"... Tu aurais du me le dire. Je serais allée trouver chaque femme, mère, fille, tante de tes généraux et ensemble, nous leur aurions tous fait vivre l'enfer qu'ils nous forcent subir ! Si seulement tu me l'avais dit, je n'aurais pas hésité, nous aurions pu faire tellement de choses ensemble. Si seulement tu avais osé me parler ... Si seulement ... ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1I;...;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ1;"Eh bah alors, minus ? Tu te rappelles de ma promesse ? Tu tiens ta langue tout seul maintenant que ton pote n'est plus la ?";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RE1;"Tu crois que tu es le premier à me menacer ainsi ? Je n'ai pas peur de toi, tu ne peux rien contre moi. Maintenant cesse de m'ennuyer avant que je ne te mette une notation désastreuse !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ2;Je vais te faire voir si je ne peux rien ! Tu crois que cette lame est un jouet ?! Que je bluffe ? Je veux des réponses !;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ3;Tu as sacrément confiance en toi ! Tu crois que tu pourras m'arrêter avec tes parchemins ou que ta stupide notation a une importance pour moi ?;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1F1;"Penses-tu vraiment que cette arme et tes vêtements existent ? Ils sont ton ame et tes croyances materialisés et ne sont là que parce que tu crois qu'ils existent. Sauf que ton ame est faible, ta lame est faible, donc maintenant du vent ! Je n'ai aucune réponse à te donner !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1F2;"Même dénudé je t'arrêterais. Le doute et la peur t'habitent, tu t'affaiblis tout seul. En ce lieu, seul celui qui est convaincu au plus profond de lui même d'être fort le devient et ne craint plus rien. Mais c'est une chose inimaginable pour un être humain que de n'avoir aucun doute et de croire en soi. Et toi, tu en es loin. Maintenant va, et ne reviens que lorsque tu auras appris cette le?on. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ4;"Qui êtes vous, toi et ton ami ? Qu'est ce que vous êtes ?";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RE2;"Des observateurs, rien de plus. Nous vous observons, vous les ames, afin de décider quelle réincarnation vous sied. Si tant est que vous arriviez au bout. Là est notre r?le, rien de plus, rien de moins. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ5;Quelle est la force qui vous donne le droit-là ? êtes vous des dieux ?;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1RJ6;Un conseil à me donner pour arriver jusqu'au bout alors ? Une aide ? Quelque chose ?;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1F3;"Je n'ai pas a te répondre. Le strict nécessaire est communiqué aux ames, toute information superflue ne ferait que vous déboussoler.  Nous ne sommes pas si importants, ce qui compte c'est vous, et surtout votre parcours ici ! ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N1F4;"Toute aide directe nous est interdite, mais je peux te donner un conseil : Tu es ici pour évoluer et comprendre. Réalise pourquoi tu as fait du tords à tes semblables et ne perds pas espoir. Tu sortiras d'ici t?t ou tard; cet endroit n'est pas un enfer, mais un lieu d'aprentissage.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2I;"Oooooh, ?a alors, c'est toi ! Alors comment vas-tu ?! Tu as l'air mieux que la dernière fois, c'est bien ! Je m'excuse encore pour mon collègue, il est un peu plus à cheval sur les règles que moi, mais il a bon fond, tu verras !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ1;"Enfin quelqu'un d'amical ! Dis moi, tu dois le savoir, sommes-nous ici dans le domaine des dieux ? Toute cette lumière, ces nuages, tout semble y faire allusion et pourtant, je n'y croise que des gens étranges !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RE1;"Le domaine des dieux ?! Bien loin de là mon ami ! Ici, c'est le lieu où les ames perdues comme toi se rejoignent pour espérer accéder à leur nouvelle vie !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ2;"Tout les illuminés que j'ai croisé sur ma route qui m'ont assuré que nous sommes arrivés à leur paradis, disent-ils la vérité ? Ou bien étais-ce faux, ?a aussi ? Se bercent-ils tous d'illusions ? ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ3;Les ames se rejoignent... Est-ce que cela signifie que ma famille m'attend ici ?! Que je vais rencontrer mes ancêtres ?! ;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2F1;"Le paradis ? Ici ?! Cet endroit n'existait même pas il y a 400 ans ! Non, le paradis ne se trouve pas ici... (marmonne) Je ne sais pas tout ce qu'ils font en dessous mais il faudra que j'aille vérifier tout ?a... Je dois te laisser, le devoir m'appelle ! Tache de ne pas mourir à nouveau ! ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2F2;"Bien s?r ! Je suis convaincu que vos retrouvailles seront... Mémorables ! Ne t'en fait pas, tu reverras tout ceux que tu as marqué j'en suis certain... Maintenant va ! Ils doivent tous attendre ta venue avec impatience !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ4;"Ah te revoilà ! Dis moi, j'aurais besoin d'un coup de main, je n'arrive toujours pas à retrouver le souvenir que tu avais vu la dernière fois. Pourrais-tu m'aider ? ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RE2;"Ah ! Désolé, ordre du chef, je ne peux pas t'aider, je n'ai pas envie de me faire taper sur les doigts ! J'aimerais vraiment t'assister, mais je ne peux pas. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ5;Tu es en train de me dire que le minus de la dernière fois est ton supérieur ? ;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2RJ6;"Oh allez, tu n'as pas besoin de directement m'aider, mais n'y a-t-il vraiment rien que tu puisses faire pour moi ? Vraiment ? On est copains pourtant, non ?";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2F3;"Fred ? Oh non ! Lui c'est juste mon collègue, ?a fait un temps qu'on a pas vu le patron ! Vraiment longtemps qu'on a pas vu le patron... Bref, j'ai d'autre ames à surveiller, désolé, et bonne chance !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1N2F4;"Ooooh je vais me faire taper sur les doigts... Bon, je peux t'aider à ""forcer un peu le destin"", mais ne le dis à personne ! Ooooh, j'espère que Fred ne va pas le remarquer ! (lui donne statut spécial)";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3I;"… Au moins cette fois, tu n'empestes pas trop le sang et la mort. Tu as meme l'air d'humeur à parler, je suppose que c'est déjà mieux que rien. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ1;"Arya, tu m'excuseras d'avoir eu une invasion ottomane à repousser mais d'avoir quand même essayé de rentrer de temps en temps pour diner. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RE1;"Je ne te reproche pas d'avoir fait la guerre. Je ne te reproche même pas qu'elle t'ai changé. Non, ce que je te reproche, c'est que tu aies fini par l'aimer plus que moi. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ2;Je vous aimais et vous détestais tout autant l'une que l'autre.;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ3;"Je t'aimais, mais... Quand je n'étais pas sur les champs de bataille, je sentais en moi un vide infini grandir. La vie au palais me semblait si fade et insipide. Au moins, en train d'occire mes ennemis je me sentais si ... Vivant. Mais je ne m'attends pas à ce que tu comprennes.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3F1;"Pourtant tu n'es jamais rentré chez nous, voir ton épouse et la chair de ta chair avec un grand sourire. Au contraire, quand on t'appelait au combat, c'étaient les seuls instants où je voyais ton visage devenir radieux... Aie au moins la décence de le reconnaitre. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3F2;"Tu as raison, je ne pourrais jamais comprendre. Je ne pourrais jamais, moi qui me sentais si vivante en voyant notre fille grandir et devenir une femme. Alors que toi, tu n'as jamais connu ce plaisir. Toi, que je plains si fort de devoir tuer pour se sentir vivant, quand tu avais la vie sous la forme de l'amour de ta fille à la maison.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ4;"Merci de le remarquer Arya, je me suis assuré de ne pas brutaliser tes sens délicats. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RE2;Mes sens délicats ? Bien des femmes se seraient enfuies après seulement le quart de ce que tu as fait à mes sens. ;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ5;"Tu ne peux pas t'en empêcher, hein ? Toujours et encore à exagérer et me depeindre comme un monstre assoiffé de sang. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3RJ6;Et pourquoi ne l'as tu pas fait Arya ? Pourquoi ne t'es-tu pas enfuie ? Pourquoi n'as-tu pas disparu ? J'aurais enfin connu un peu de sérénité !;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3F3;"Je te rappellerais ?a, la prochaine fois que tu me frappera parce que je te donnerais une réponse qui ne te plait pas.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C3F4;"Appelle moi sotte, mais j'ai toujours espoir. Espoir que l'homme que j'ai un jour connu et reussi à aimé existe encore, embourbé dans la fosse à purin qu'il est devenu. Espoir qu'il revienne un jour pour aider notre fille à devenir une femme. Même s'il est trop tard à présent ...     ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4I;Une part de moi est heureux que nous puissions nous retrouver et converser ici en paix. J'ai passé trop de temps à ne plus pouvoir te regarder en face ni te parler. La mort a cela de bon qu'elle apaise les colères et délie les langues. ;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ1;"Je vous comprends, maitre. C'est un fils que vous avez perdu. Quant à moi, j'ai perdu un cousin, un maitre, et le seul conseiller auquel j'ai jamais pu faire confiance.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RE1;"Tu as souffert aussi, de toute évidence. Les poids des morts et de la couronne sont bien lourds quand plus personne aux alentours n'est digne de confiance.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ2;"Je n'avais personne à qui parler, personne qui ne me comprenne réellement, personne pour me soutenir. Personne n'était sincère et sans l'arrière-pensée de m'utiliser, d'une manière ou d'une autre. Pas même ma propre famille ... ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ3;"Quand ils prétendaient me guider et me conseiller, je les voyais tenter de me manipuler pour leurs intérêts propres. Une guerre ne suffisait pas à les arrêter, leurs maudites querelles intestines ne connaissaient plus de fin !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4F1;"Tel a été ta ran?on à payer pour avoir ceuilli la vie de mon fils. Tu peux t'estimer chanceux, si la situation avait été inversée, je doute que tu aurais été aussi magnanime que je l'ai été.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4F2;"Tes paroles portent le poison de l'accusation. Pourrais-tu jurer qu'ils te manipulaient pour leur profit ? Qu'ils n'essayaient pas de rendre le royaume meilleur ? Tu es têtu, mon neuveu, et pas un cadeau lorsqu'il faut t'épauler. Au lieu de les juger, demande toi si tu étais à la hauteur, si tu n'aurais pas pu mieux faire ? ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ4;"Votre pardon est incompréhensible, maitre ! Comment pardonner à celui qui a tué votre premier fils ?! L'acte que j'ai commis est impardonnable ! ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RE2;"Regarde autour de nous. Sa mort n'est pas sa fin, il est certainement quelque part ici. Comment continuer à t'en vouloir quand je sais qu'il existe encore ? Qui sait, dans une prochaine vie sera-t-il peut-être mon père. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ5;"Tant de souvenirs avortés avant même avoir pu être vécus, un enfant arraché des bras de son père, une lignée mise en danger, des traditions bafouées, tout cela par ma main ! Comment pouvez-vous rester si calme ?! ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4RJ6;"Comment arrivez-vous à me pardonner, quand je n'arrive toujours pas à me pardonner moi-même ?!";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4F3;"Cet endroit force ses passants à prendre du recul. Ma lignée est bien vigoureuse et j'ai l'espoir de créer de nouveaux souvenirs avec lui ici. Et en toute honnêteté, il était le plus ... ""simple"" de mes enfants. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C4F4;"Je pense que c'est tout l'intérêt de ce lieux. Je pourais perdre ma voix et ma salive, tant que le changement ne vient pas de toi même, rien ne changera en ton ame. Avant d'espérer le pardon des autres, réalise la portée de tes actes et trouve la force de te pardonner toi même. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5I;"Mon neveu, il est grand temps que nous discutions de quelque chose qui pèse lourdement sur mon esprit. Lorsque tu as accepté d'entra?ner Dhruv à l'art de l'épée, tu as brisé les traditions des castes, et cela a eu des conséquences tragiques.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ1;"Maitre, je ne peux m'empêcher de penser à Dhruv. Il est vrai, j'ai accepté de l'entra?ner avec moi lors de la guerre, malgré sa caste. J'ai brisé les traditions, et il en est mort.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RE1;Tu as toujours été trop fier et cette fierté te perdra. Les traditions des castes existent pour une raison. Enfreindre ces règles a eu des conséquences graves ... Tu aurais d? le savoir. ;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ2;"Je sais, mon oncle, mais il voulait se battre ! Il avait cette passion, et je ne pouvais pas lui refuser mon mentorat. J'ai cru que je pouvais faire la différence pour lui !";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ3;"Il était plus enthousiaste que tout mes soldats reunis ! Il avait cette fougue et cette lueur dans les yeux, une flamme indomptable ! Je me suis reconnu en lui, je n'ai pas pu l'arrêter... J'aurais d? lui dire que son corps était trop fragile car je le savais... Mais je me voilais la face. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5F1;"La passion ne justifie pas l'enfreinte des traditions. Notre caste est notre identité et notre responsabilité. En brisant ces liens, tu as altéré le desin de mon fils et causé sa mort. J'espère qu'ici, au moins, tu arriveras à faire amende honorable et t'éloigner de cette fausse route.   ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5F2;"Trop fragile, trop enthousiaste, là n'est pas la question ! Nous naissons dans une caste avec un karma qui nous est propre pour une raison dans la grande balance des choses. Tu as enfreint une de nos règles les plus élémentaires et tes actions ont perturbé vos karmas. Je ne suis pas surpris que tu sois tant perdu ici.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ4;"Je le regrette amèrement, mon oncle. Je ne voulais que le meilleur pour lui. Mais maintenant, il est passé au-delà, et je me sens responsable de sa mort.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RE2;Le chemin de la sagesse passe par la compréhension de nos actions passées. Nous devons tout apprendre de nos erreurs. As tu honoré sa mémoire selon nos traditions ?;;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ5;"J'ai appris mon oncle. C'est ce jour-là que j'ai que j'ai pleinement compris l'importance des castes et que ne pas suivre cet ordre des choses mène au déséquilibre et à la mort. Depuis cet incident, j'ai oeuvré pour les faire appliquer avec rigueur. ";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5RJ6;"Oui, j'ai compris ce jour-là. J'ai compris ma place et celle des autres. Je n'ai eu cesse de pratiquer et d'honorer ce pourquoi je suis né ; l'art de la guerre.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5F3;"C'est le meilleur que nous ne puissions faire. Apprendre de nos erreurs, trouver la paix et préserver l'essentiel.";;;;;;;;;;;;;;;;;;;;;;;;;
Alea1C5F4;"Bien, car telle est ta place ! Elle te convient à merveille, tu es un guerrier-né. ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1I;"Encore toi ? Si obstiné, mon dernier prêche ne t'a pas suffi. Et pourtant, tu me rappelles qui j'étais, il y a longtemps, une guerriere également. Et tout comme toi, il a fallu m'imposer le repos éternel pour me stopper.     ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ1;"Es-tu un demi dieu ? Un avatar ? Même dans la mort tu sembles unique, mais qui es tu réellement ?";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RE1;"Tous ces noms ne signifient rien. De même que toi, je fus une ame mortelle, une brebis qui a rejoint son troupeau, et qui, grace f?t louée à son berger, l'Eternel, a rejoint les rangs bénis des élus ! ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ2;"Ainsi donc tes pieds foulaient la même terre que moi ? J'ai du mal à la croire, j'aurais aimé pouvoir te croiser quand nous étions encore vivants tout les deux.";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ3;Tu n'a pas toujours été ainsi ? Que t'es-t-il arrivé dans la mort pour que tu te transformes ? ;;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ4;Tch ! Je me demande bien quel genre de dieu est le tien s'il respecte si peu ses croyants en les obligeant à encore se battre dans son paradis ! ;;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F1;"Nous ne sommes pas faits de la même argile toi et moi ! Même alors mortelle j'entendais Saint Michel m'enjoindre de repousser l'envahisseur ! à présent le bras armé du Seigneur, je repousse les hérétiques qui essaieraient de franchir cette porte, et ma mission est mon ultime priorité !";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F2;"à chaque bataille remportée en Son nom, j'étais récompensée  et je sentais ma Foi déjà inou?e s'étendre encore. Mon évolution est infinie au même titre que mes batailles, tu n'en es qu'une de plus, et lorsque je la remporterais je ne serais que plus digne de Ses louanges ! ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F3;Impie ! Dieu promet à ses meilleurs soldats ses plus ardentes batailles ! C'est un honneur que de les affronter en Son nom !  ;;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ5;Ainsi donc nous sommes tout les deux des guerriers. Peut être nous sommes nous déja battu dans d'autres vies.;;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RE2;"Je n'ai pas choisi le destin de la lame, car c'est le Seigneur lui-même qui m'a enjointe à me battre en Son nom. ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ6;"C'est bien là, la différence entre toi et moi et qui fera de moi le vainqueur de nos affrontements. Tu n'as pas choisi la voie de la guerre, tandis que par mon sang je suis né pour elle. ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ7;"Ton dieu semble bien démuni, s'il doit envoyer une femme pour faire la guerre à sa place. ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ8;"Une fière guerrière ayant juré de servir une cause injuste, quel gachis. J'ai affronté bon nombre de gens comme toi toute ma vie, et ce n'est pas dans la mort que je n'arrêterais, j'irais au-delà de ce passage gardienne !";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F4;"Ton arrogance fait frémir mon ame ! Ton sang, que tu penses être plus puissant que l'Eternel, coulera sur ce sol sacré lorsque je te renverrais auprès des ces ancêtres que tu révères tant ! ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F5;"Dieu a un dessein pour chacun d'entre nous et c'est Son plus grand cadeau, mais tu as choisi de le bafouer ! Cette insulte ne restera pas impunie, puisse Sa lame br?ler tes chairs !";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1F6;" Tu es tel un enfant. J'essaie de te protéger de la flamme qui va te blesser, et pourtant tu y retournes sans cesse ! Lorsque tu t'y seras brulé, il sera trop tard, je ne te laisserais pas faire ! ";;;;;;;;;;;;;;;;;;;;;;;;;
CombatE1B1RJ9;"Visiblement, même la mort ne t'a pas réellement arrêtée. Tu gardes toujours férouchement ce passage. N'es tu jamais fatiguée ? N'as tu pas mérité le repos face à ton dieu ? ";;;;;;;;;;;;;;;;;;;;;;;;;
